,user_id,recipe_id,ratings
0,1,0,4
1,1,1,3
2,1,2,5
3,1,3,5
4,1,4,4
5,1,5,5
6,1,6,4
7,1,7,3
8,1,8,4
9,1,9,5
10,1,10,4
11,1,11,5
12,1,12,5
13,1,13,5
14,1,14,4
15,1,15,4
16,1,16,5
17,1,17,4
18,1,18,5
19,1,19,3
20,1,20,5
21,1,21,4
22,1,22,4
23,1,23,5
24,1,24,5
25,1,25,5
26,1,26,3
27,1,27,3
28,1,28,5
29,1,29,3
30,1,30,4
31,1,31,5
32,1,32,5
33,1,33,5
34,1,34,5
35,1,35,5
36,1,36,3
37,1,37,4
38,1,38,3
39,1,39,1
40,1,40,3
41,1,41,4
42,1,42,5
43,1,43,5
44,1,44,3
45,1,45,4
46,1,46,4
47,1,47,5
48,1,48,3
49,1,49,3
50,1,50,4
51,1,51,4
52,1,52,5
53,1,53,5
54,1,54,3
55,1,55,5
56,1,56,3
57,1,57,4
58,1,58,4
59,1,59,4
60,1,60,4
61,1,61,5
62,1,62,4
63,1,63,2
64,1,64,2
65,1,65,4
66,1,66,4
67,1,67,4
68,1,68,4
69,1,69,2
70,1,70,5
71,1,71,3
72,1,72,4
73,1,73,5
74,1,74,4
75,1,75,5
76,1,76,5
77,1,77,4
78,1,78,4
79,1,79,3
80,1,80,5
81,1,81,4
82,1,82,4
83,1,83,5
84,1,84,3
85,1,85,1
86,1,86,3
87,1,87,3
88,1,88,3
89,1,89,4
90,1,90,4
91,1,91,3
92,1,92,5
93,1,93,4
94,1,94,5
95,1,95,5
96,1,96,5
97,1,97,5
98,1,98,3
99,1,99,5
100,1,100,4
101,1,101,3
102,1,102,5
103,1,103,4
104,1,104,4
105,1,105,4
106,1,106,3
107,1,107,4
108,1,108,3
109,1,109,4
110,1,110,1
111,1,111,5
112,1,112,1
113,1,113,4
114,1,114,3
115,1,115,4
116,1,116,5
117,1,117,3
118,1,118,3
119,1,119,5
120,1,120,4
121,1,121,3
122,1,122,3
123,1,123,3
124,1,124,5
125,1,125,3
126,1,126,3
127,1,127,4
128,1,128,5
129,1,129,2
130,1,130,4
131,1,131,3
132,1,132,5
133,1,133,4
134,1,134,4
135,1,135,4
136,1,136,5
137,1,137,5
138,1,138,2
139,1,139,5
140,1,140,5
141,1,141,5
142,1,142,3
143,1,143,2
144,1,144,4
145,1,145,4
146,1,146,5
147,1,147,3
148,1,148,3
149,1,149,5
150,1,150,5
151,1,151,4
152,1,152,3
153,1,153,4
154,1,154,4
155,1,155,5
156,1,156,5
157,1,157,5
158,1,158,3
159,1,159,5
160,1,160,5
161,1,161,5
162,1,162,5
163,1,163,5
164,1,164,4
165,1,165,4
166,1,166,4
167,1,167,5
168,1,168,5
169,1,169,4
170,1,170,3
171,1,171,2
172,1,172,3
173,1,173,3
174,1,174,5
175,1,175,5
176,1,176,4
177,1,177,4
178,1,178,3
179,1,179,4
180,1,180,5
181,1,181,5
182,1,182,5
183,1,183,5
184,1,184,3
185,1,185,4
186,1,186,2
187,1,187,4
188,1,188,5
189,1,189,3
190,1,190,5
191,1,191,3
192,1,192,4
193,1,193,3
194,1,194,5
195,1,195,3
196,1,196,4
197,1,197,4
198,1,198,3
199,1,199,4
200,1,200,5
201,1,201,3
202,1,202,5
203,1,203,5
204,1,204,4
205,1,205,2
206,1,206,5
207,1,207,4
208,1,208,2
209,1,209,5
210,1,210,5
211,1,211,4
212,1,212,4
213,1,213,3
214,1,214,4
215,1,215,4
216,1,216,4
217,1,217,4
218,1,218,4
219,1,219,2
220,1,220,5
221,1,221,3
222,1,222,3
223,1,223,5
224,1,224,5
225,1,225,3
226,1,226,4
227,1,227,2
228,1,228,4
229,1,229,5
230,1,230,5
231,1,231,3
232,1,232,4
233,1,233,5
234,1,234,5
235,1,235,5
236,1,236,3
237,1,237,5
238,1,238,4
239,1,239,5
240,1,240,5
241,1,241,4
242,1,242,5
243,1,243,4
244,1,244,5
245,1,245,4
246,1,246,4
247,1,247,4
248,1,248,3
249,1,249,4
250,1,250,3
251,1,251,3
252,1,252,4
253,1,253,3
254,1,254,5
255,1,255,5
256,1,256,2
257,1,257,4
258,1,258,5
259,1,259,3
260,1,260,3
261,1,261,5
262,1,262,5
263,1,263,3
264,1,264,4
265,1,265,5
266,1,266,4
267,1,267,4
268,1,268,3
269,1,269,3
270,1,270,4
271,1,271,4
272,1,272,3
273,1,273,3
274,1,274,4
275,1,275,4
276,1,276,5
277,1,277,5
278,1,278,5
279,1,279,5
280,1,280,5
281,1,281,3
282,1,282,4
283,1,283,5
284,1,284,5
285,1,285,5
286,1,286,4
287,1,287,3
288,1,288,5
289,1,289,5
290,1,290,4
291,1,291,5
292,1,292,5
293,1,293,3
294,1,294,4
295,1,295,4
296,1,296,5
297,1,297,4
298,1,298,5
299,1,299,5
300,1,300,5
301,1,301,3
302,1,302,4
303,1,303,3
304,1,304,4
305,1,305,4
306,1,306,4
307,1,307,5
308,1,308,5
309,1,309,3
310,1,310,3
311,1,311,2
312,1,312,5
313,1,313,4
314,1,314,5
315,1,315,4
316,1,316,4
317,1,317,2
318,1,318,3
319,1,319,4
320,1,320,5
321,1,321,4
322,1,322,4
323,1,323,5
324,1,324,4
325,1,325,5
326,1,326,5
327,1,327,3
328,1,328,4
329,1,329,4
330,1,330,4
331,1,331,3
332,1,332,2
333,1,333,3
334,2,0,3
335,2,1,2
336,2,2,4
337,2,3,5
338,2,4,5
339,2,5,3
340,2,6,5
341,2,7,3
342,2,8,5
343,2,9,3
344,2,10,4
345,2,11,4
346,2,12,4
347,2,13,4
348,2,14,5
349,2,15,3
350,2,16,5
351,2,17,4
352,2,18,5
353,2,19,4
354,2,20,5
355,2,21,4
356,2,22,4
357,2,23,4
358,2,24,3
359,2,25,5
360,2,26,4
361,2,27,3
362,2,28,3
363,2,29,5
364,2,30,5
365,2,31,4
366,2,32,5
367,2,33,4
368,2,34,4
369,2,35,3
370,2,36,5
371,2,37,5
372,2,38,3
373,2,39,5
374,2,40,4
375,2,41,4
376,2,42,5
377,2,43,4
378,2,44,5
379,2,45,5
380,2,46,4
381,2,47,4
382,2,48,4
383,2,49,3
384,2,50,5
385,2,51,5
386,2,52,3
387,2,53,4
388,2,54,5
389,2,55,4
390,2,56,3
391,2,57,4
392,2,58,4
393,2,59,5
394,2,60,1
395,2,61,5
396,2,62,5
397,2,63,5
398,2,64,5
399,2,65,5
400,2,66,4
401,2,67,3
402,2,68,2
403,2,69,5
404,2,70,4
405,2,71,4
406,2,72,4
407,2,73,5
408,2,74,3
409,2,75,3
410,2,76,2
411,2,77,4
412,2,78,5
413,2,79,5
414,2,80,4
415,2,81,3
416,2,82,5
417,2,83,3
418,2,84,4
419,2,85,3
420,2,86,5
421,2,87,5
422,2,88,5
423,2,89,2
424,2,90,3
425,2,91,5
426,2,92,5
427,2,93,5
428,2,94,5
429,2,95,4
430,2,96,4
431,2,97,3
432,2,98,4
433,2,99,4
434,2,100,4
435,2,101,5
436,2,102,3
437,2,103,5
438,2,104,5
439,2,105,3
440,2,106,5
441,2,107,1
442,2,108,4
443,2,109,5
444,2,110,3
445,2,111,5
446,2,112,4
447,2,113,5
448,2,114,4
449,2,115,5
450,2,116,4
451,2,117,4
452,2,118,2
453,2,119,3
454,2,120,5
455,2,121,3
456,2,122,5
457,2,123,5
458,2,124,3
459,2,125,5
460,2,126,4
461,2,127,5
462,2,128,4
463,2,129,4
464,2,130,4
465,2,131,4
466,2,132,5
467,2,133,5
468,2,134,4
469,2,135,2
470,2,136,4
471,2,137,3
472,2,138,5
473,2,139,4
474,2,140,5
475,2,141,5
476,2,142,5
477,2,143,4
478,2,144,4
479,2,145,2
480,2,146,4
481,2,147,5
482,2,148,5
483,2,149,4
484,2,150,3
485,2,151,5
486,2,152,5
487,2,153,5
488,2,154,4
489,2,155,5
490,2,156,5
491,2,157,3
492,2,158,3
493,2,159,4
494,2,160,5
495,2,161,5
496,2,162,4
497,2,163,5
498,2,164,3
499,2,165,1
500,2,166,3
501,2,167,2
502,2,168,5
503,2,169,3
504,2,170,3
505,2,171,5
506,2,172,2
507,2,173,4
508,2,174,5
509,2,175,3
510,2,176,5
511,2,177,4
512,2,178,3
513,2,179,2
514,2,180,4
515,2,181,4
516,2,182,4
517,2,183,4
518,2,184,4
519,2,185,4
520,2,186,3
521,2,187,5
522,2,188,3
523,2,189,4
524,2,190,4
525,2,191,4
526,2,192,5
527,2,193,5
528,2,194,5
529,2,195,3
530,2,196,5
531,2,197,3
532,2,198,4
533,2,199,5
534,2,200,4
535,2,201,5
536,2,202,5
537,2,203,4
538,2,204,5
539,2,205,5
540,2,206,3
541,2,207,4
542,2,208,3
543,2,209,2
544,2,210,4
545,2,211,5
546,2,212,3
547,2,213,4
548,2,214,4
549,2,215,5
550,2,216,4
551,2,217,5
552,2,218,3
553,2,219,5
554,2,220,5
555,2,221,5
556,2,222,3
557,2,223,3
558,2,224,5
559,2,225,5
560,2,226,4
561,2,227,3
562,2,228,5
563,2,229,3
564,2,230,2
565,2,231,3
566,2,232,4
567,2,233,4
568,2,234,5
569,2,235,4
570,2,236,5
571,2,237,5
572,2,238,4
573,2,239,4
574,2,240,5
575,2,241,2
576,2,242,4
577,2,243,4
578,2,244,3
579,2,245,4
580,2,246,5
581,2,247,3
582,2,248,5
583,2,249,3
584,2,250,5
585,2,251,4
586,2,252,4
587,2,253,3
588,2,254,4
589,2,255,5
590,2,256,5
591,2,257,4
592,2,258,5
593,2,259,2
594,2,260,4
595,2,261,5
596,2,262,3
597,2,263,5
598,2,264,3
599,2,265,2
600,2,266,3
601,2,267,4
602,2,268,5
603,2,269,3
604,2,270,2
605,2,271,3
606,2,272,5
607,2,273,4
608,2,274,5
609,2,275,2
610,2,276,5
611,2,277,5
612,2,278,5
613,2,279,3
614,2,280,3
615,2,281,5
616,2,282,4
617,2,283,5
618,2,284,5
619,2,285,3
620,2,286,4
621,2,287,4
622,2,288,5
623,2,289,4
624,2,290,1
625,2,291,5
626,2,292,5
627,2,293,5
628,2,294,5
629,2,295,5
630,2,296,5
631,2,297,5
632,2,298,4
633,2,299,5
634,2,300,2
635,2,301,4
636,2,302,5
637,2,303,4
638,2,304,4
639,2,305,5
640,2,306,3
641,2,307,4
642,2,308,5
643,2,309,5
644,2,310,5
645,2,311,5
646,2,312,4
647,2,313,4
648,2,314,5
649,2,315,5
650,2,316,4
651,2,317,5
652,2,318,4
653,2,319,5
654,2,320,5
655,2,321,5
656,2,322,3
657,2,323,5
658,2,324,4
659,2,325,4
660,2,326,4
661,2,327,3
662,2,328,4
663,2,329,4
664,2,330,5
665,2,331,3
666,2,332,5
667,2,333,2
668,3,0,4
669,3,1,5
670,3,2,3
671,3,3,4
672,3,4,2
673,3,5,5
674,3,6,4
675,3,7,5
676,3,8,4
677,3,9,3
678,3,10,5
679,3,11,4
680,3,12,3
681,3,13,4
682,3,14,4
683,3,15,3
684,3,16,5
685,3,17,3
686,3,18,3
687,3,19,4
688,3,20,5
689,3,21,5
690,3,22,5
691,3,23,5
692,3,24,4
693,3,25,3
694,3,26,3
695,3,27,4
696,3,28,5
697,3,29,5
698,3,30,4
699,3,31,5
700,3,32,5
701,3,33,3
702,3,34,3
703,3,35,4
704,3,36,3
705,3,37,5
706,3,38,4
707,3,39,4
708,3,40,5
709,3,41,4
710,3,42,2
711,3,43,4
712,3,44,4
713,3,45,4
714,3,46,5
715,3,47,5
716,3,48,4
717,3,49,4
718,3,50,5
719,3,51,4
720,3,52,4
721,3,53,3
722,3,54,4
723,3,55,1
724,3,56,4
725,3,57,3
726,3,58,5
727,3,59,4
728,3,60,4
729,3,61,3
730,3,62,3
731,3,63,4
732,3,64,4
733,3,65,3
734,3,66,3
735,3,67,5
736,3,68,4
737,3,69,2
738,3,70,4
739,3,71,5
740,3,72,5
741,3,73,4
742,3,74,5
743,3,75,2
744,3,76,5
745,3,77,3
746,3,78,5
747,3,79,5
748,3,80,4
749,3,81,5
750,3,82,3
751,3,83,5
752,3,84,3
753,3,85,2
754,3,86,3
755,3,87,4
756,3,88,4
757,3,89,5
758,3,90,5
759,3,91,5
760,3,92,3
761,3,93,4
762,3,94,5
763,3,95,3
764,3,96,3
765,3,97,4
766,3,98,3
767,3,99,2
768,3,100,5
769,3,101,4
770,3,102,5
771,3,103,3
772,3,104,4
773,3,105,3
774,3,106,5
775,3,107,5
776,3,108,2
777,3,109,4
778,3,110,5
779,3,111,4
780,3,112,4
781,3,113,4
782,3,114,4
783,3,115,4
784,3,116,4
785,3,117,2
786,3,118,5
787,3,119,4
788,3,120,4
789,3,121,5
790,3,122,5
791,3,123,3
792,3,124,5
793,3,125,3
794,3,126,3
795,3,127,3
796,3,128,5
797,3,129,3
798,3,130,5
799,3,131,5
800,3,132,5
801,3,133,4
802,3,134,3
803,3,135,4
804,3,136,5
805,3,137,5
806,3,138,5
807,3,139,5
808,3,140,5
809,3,141,4
810,3,142,5
811,3,143,5
812,3,144,5
813,3,145,5
814,3,146,3
815,3,147,5
816,3,148,5
817,3,149,4
818,3,150,5
819,3,151,5
820,3,152,5
821,3,153,4
822,3,154,5
823,3,155,3
824,3,156,5
825,3,157,3
826,3,158,3
827,3,159,4
828,3,160,4
829,3,161,4
830,3,162,3
831,3,163,5
832,3,164,4
833,3,165,4
834,3,166,5
835,3,167,5
836,3,168,5
837,3,169,5
838,3,170,4
839,3,171,5
840,3,172,5
841,3,173,4
842,3,174,3
843,3,175,5
844,3,176,5
845,3,177,3
846,3,178,5
847,3,179,4
848,3,180,3
849,3,181,4
850,3,182,5
851,3,183,4
852,3,184,5
853,3,185,4
854,3,186,5
855,3,187,4
856,3,188,5
857,3,189,5
858,3,190,5
859,3,191,3
860,3,192,4
861,3,193,3
862,3,194,5
863,3,195,4
864,3,196,4
865,3,197,3
866,3,198,5
867,3,199,5
868,3,200,5
869,3,201,2
870,3,202,3
871,3,203,5
872,3,204,4
873,3,205,4
874,3,206,5
875,3,207,5
876,3,208,4
877,3,209,5
878,3,210,4
879,3,211,5
880,3,212,4
881,3,213,5
882,3,214,2
883,3,215,5
884,3,216,4
885,3,217,5
886,3,218,3
887,3,219,5
888,3,220,4
889,3,221,5
890,3,222,4
891,3,223,5
892,3,224,4
893,3,225,2
894,3,226,5
895,3,227,5
896,3,228,4
897,3,229,3
898,3,230,3
899,3,231,5
900,3,232,4
901,3,233,5
902,3,234,3
903,3,235,4
904,3,236,4
905,3,237,5
906,3,238,5
907,3,239,5
908,3,240,4
909,3,241,5
910,3,242,4
911,3,243,5
912,3,244,4
913,3,245,3
914,3,246,5
915,3,247,3
916,3,248,5
917,3,249,3
918,3,250,3
919,3,251,4
920,3,252,5
921,3,253,4
922,3,254,5
923,3,255,2
924,3,256,2
925,3,257,3
926,3,258,3
927,3,259,3
928,3,260,5
929,3,261,3
930,3,262,4
931,3,263,4
932,3,264,2
933,3,265,3
934,3,266,5
935,3,267,5
936,3,268,4
937,3,269,3
938,3,270,3
939,3,271,5
940,3,272,5
941,3,273,3
942,3,274,3
943,3,275,5
944,3,276,4
945,3,277,4
946,3,278,3
947,3,279,5
948,3,280,5
949,3,281,4
950,3,282,4
951,3,283,3
952,3,284,3
953,3,285,5
954,3,286,5
955,3,287,5
956,3,288,4
957,3,289,5
958,3,290,3
959,3,291,5
960,3,292,4
961,3,293,5
962,3,294,1
963,3,295,4
964,3,296,5
965,3,297,4
966,3,298,4
967,3,299,4
968,3,300,5
969,3,301,4
970,3,302,5
971,3,303,4
972,3,304,4
973,3,305,3
974,3,306,4
975,3,307,5
976,3,308,4
977,3,309,5
978,3,310,4
979,3,311,1
980,3,312,3
981,3,313,5
982,3,314,4
983,3,315,5
984,3,316,5
985,3,317,3
986,3,318,5
987,3,319,5
988,3,320,4
989,3,321,5
990,3,322,5
991,3,323,4
992,3,324,3
993,3,325,5
994,3,326,3
995,3,327,3
996,3,328,4
997,3,329,4
998,3,330,3
999,3,331,4
1000,3,332,4
1001,3,333,5
1002,4,0,4
1003,4,1,3
1004,4,2,4
1005,4,3,3
1006,4,4,4
1007,4,5,5
1008,4,6,5
1009,4,7,4
1010,4,8,5
1011,4,9,5
1012,4,10,2
1013,4,11,4
1014,4,12,5
1015,4,13,4
1016,4,14,4
1017,4,15,5
